S2801_C01_001E,S2801_C01_005E,S2801_C01_006E,FIPS,STATEFP,COUNTYFP,TRACTCE
2649,2189,72,48201340700,48,201,340700
2053,1956,42,48201340800,48,201,340800
1966,1749,150,48201340900,48,201,340900
3984,3454,312,48201341000,48,201,341000
1806,1579,217,48201341100,48,201,341100
1613,1485,271,48201341201,48,201,341201
2009,1839,91,48201341202,48,201,341202
2483,2108,144,48201341301,48,201,341301
1521,1405,191,48201341302,48,201,341302
1858,1746,52,48201341400,48,201,341400
2450,2230,87,48201341501,48,201,341501
1911,1727,53,48201341502,48,201,341502
2533,2208,71,48201341600,48,201,341600
1095,934,31,48201341700,48,201,341700
832,718,59,48201341800,48,201,341800
2318,2112,88,48201342001,48,201,342001
1347,1254,48,48201342002,48,201,342002
1449,1298,130,48201342100,48,201,342100
1271,1048,203,48201342200,48,201,342200
2338,2084,287,48201342300,48,201,342300
1178,1028,195,48201342400,48,201,342400
2125,1730,71,48201342500,48,201,342500
1709,1443,70,48201342700,48,201,342700
2720,2572,20,48201342800,48,201,342800
2238,1909,120,48201342900,48,201,342900
2588,2185,167,48201343000,48,201,343000
1665,1354,29,48201343100,48,201,343100
1658,1501,19,48201343200,48,201,343200
1502,1388,133,48201343301,48,201,343301
1741,1558,175,48201343302,48,201,343302
1197,961,46,48201343600,48,201,343600
1426,1090,152,48201343700,48,201,343700
5297,4661,298,48201350100,48,201,350100
2684,2404,224,48201350200,48,201,350200
2064,1760,0,48201350300,48,201,350300
1980,1774,199,48201350400,48,201,350400
2415,2133,403,48201350500,48,201,350500
1832,1543,57,48201350601,48,201,350601
2962,2656,77,48201350602,48,201,350602
749,692,33,48201350700,48,201,350700
1940,1766,72,48201350801,48,201,350801
2848,2707,298,48201350802,48,201,350802
2710,2360,149,48201410100,48,201,410100
3072,2922,18,48201410200,48,201,410200
1822,1705,0,48201410300,48,201,410300
2064,1896,39,48201410401,48,201,410401
1439,1340,67,48201410402,48,201,410402
2554,2413,126,48201410500,48,201,410500
3212,3181,20,48201410600,48,201,410600
2481,2331,162,48201410701,48,201,410701
1552,1274,172,48201410702,48,201,410702
2515,2251,138,48201410800,48,201,410800
1746,1540,37,48201410900,48,201,410900
3366,3076,71,48201411000,48,201,411000
1469,1382,17,48201411100,48,201,411100
679,617,0,48201411200,48,201,411200
2689,2475,117,48201411300,48,201,411300
1177,1048,29,48201411400,48,201,411400
4388,4084,26,48201411501,48,201,411501
2345,2087,0,48201411502,48,201,411502
1084,1000,38,48201411600,48,201,411600
1914,1818,9,48201411700,48,201,411700
3089,2709,77,48201411800,48,201,411800
1681,1540,29,48201411900,48,201,411900
1628,1584,27,48201412000,48,201,412000
0,0,0,48201412100,48,201,412100
2179,2037,105,48201412200,48,201,412200
2527,2294,0,48201412300,48,201,412300
1672,1496,33,48201412400,48,201,412400
556,496,5,48201412500,48,201,412500
1272,1220,0,48201412600,48,201,412600
1426,1170,0,48201412700,48,201,412700
1720,1593,0,48201412800,48,201,412800
1951,1657,96,48201412900,48,201,412900
1410,1288,17,48201413000,48,201,413000
983,879,0,48201413100,48,201,413100
1540,1427,11,48201413201,48,201,413201
2315,2032,76,48201413202,48,201,413202
3317,2979,226,48201413300,48,201,413300
1442,1150,188,48201420100,48,201,420100
942,822,89,48201420200,48,201,420200
1528,1349,12,48201420300,48,201,420300
1485,1326,68,48201420400,48,201,420400
1182,935,211,48201420500,48,201,420500
959,760,86,48201420600,48,201,420600
1000,862,61,48201420700,48,201,420700
769,695,7,48201420800,48,201,420800
2518,2349,0,48201420900,48,201,420900
1124,1009,21,48201421000,48,201,421000
1447,1220,169,48201421101,48,201,421101
2065,1520,522,48201421102,48,201,421102
2163,1701,464,48201421201,48,201,421201
1609,1046,426,48201421202,48,201,421202
2414,1737,395,48201421300,48,201,421300
1347,910,397,48201421401,48,201,421401
1250,850,477,48201421402,48,201,421402
1387,956,300,48201421403,48,201,421403
2910,2363,483,48201421500,48,201,421500
2175,1612,602,48201421600,48,201,421600
1748,1379,138,48201421700,48,201,421700
2034,1540,26,48201421800,48,201,421800
1033,888,35,48201421900,48,201,421900
945,807,0,48201422000,48,201,422000
1824,1429,160,48201422100,48,201,422100
2138,1514,437,48201422200,48,201,422200
2719,1876,553,48201422301,48,201,422301
821,681,19,48201422302,48,201,422302
1897,1288,357,48201422401,48,201,422401
2057,1479,266,48201422402,48,201,422402
2404,1902,269,48201422500,48,201,422500
2204,1700,357,48201422600,48,201,422600
1588,1228,192,48201422701,48,201,422701
1094,929,101,48201422702,48,201,422702
1624,1206,266,48201422800,48,201,422800
1524,1110,168,48201422900,48,201,422900
1919,1594,465,48201423000,48,201,423000
924,643,172,48201423100,48,201,423100
1074,967,37,48201423201,48,201,423201
2912,2475,583,48201423202,48,201,423202
1846,1592,303,48201423301,48,201,423301
2343,1906,201,48201423302,48,201,423302
1862,1618,278,48201423401,48,201,423401
1452,1270,107,48201423402,48,201,423402
707,665,26,48201423500,48,201,423500
2491,2048,178,48201423600,48,201,423600
2890,2542,96,48201430100,48,201,430100
678,622,7,48201430200,48,201,430200
1540,1400,0,48201430300,48,201,430300
1207,1131,5,48201430400,48,201,430400
978,895,14,48201430500,48,201,430500
1230,1118,0,48201430600,48,201,430600
1716,1508,88,48201430700,48,201,430700
2468,2220,44,48201430800,48,201,430800
2352,2223,0,48201430900,48,201,430900
2584,2243,113,48201431000,48,201,431000
2556,2320,308,48201431101,48,201,431101
2104,1686,192,48201431102,48,201,431102
2226,1828,290,48201431201,48,201,431201
2629,2191,49,48201431202,48,201,431202
2768,2387,104,48201431301,48,201,431301
2005,1815,114,48201431302,48,201,431302
1060,860,53,48201431401,48,201,431401
2069,2014,87,48201431402,48,201,431402
2839,2456,123,48201431501,48,201,431501
1662,1514,71,48201431502,48,201,431502
1387,1240,9,48201431600,48,201,431600
2134,2016,0,48201431700,48,201,431700
1712,1615,38,48201431801,48,201,431801
2664,2450,45,48201431802,48,201,431802
2892,2552,79,48201431900,48,201,431900
1938,1713,204,48201432001,48,201,432001
2300,1763,250,48201432002,48,201,432002
2788,2456,282,48201432100,48,201,432100
2063,1708,228,48201432200,48,201,432200
3423,3006,294,48201432300,48,201,432300
3120,2507,485,48201432400,48,201,432400
2306,1739,263,48201432500,48,201,432500
909,753,161,48201432600,48,201,432600
2130,1724,648,48201432701,48,201,432701
1809,1647,154,48201432702,48,201,432702
2065,1683,315,48201432801,48,201,432801
2351,1490,556,48201432802,48,201,432802
1122,1021,223,48201432901,48,201,432901
2330,1808,340,48201432902,48,201,432902
1878,1181,456,48201433001,48,201,433001
1438,926,344,48201433002,48,201,433002
1897,1383,464,48201433003,48,201,433003
1204,788,267,48201433100,48,201,433100
1870,1452,230,48201433201,48,201,433201
1296,1059,202,48201433202,48,201,433202
1548,1151,54,48201433300,48,201,433300
1673,1315,295,48201433400,48,201,433400
1909,1273,651,48201433501,48,201,433501
2900,2084,818,48201433502,48,201,433502
2485,2100,538,48201433600,48,201,433600
2920,2304,365,48201440100,48,201,440100
711,627,17,48201450100,48,201,450100
1913,1721,20,48201450200,48,201,450200
2866,2438,231,48201450300,48,201,450300
1775,1544,18,48201450400,48,201,450400
1124,1034,11,48201450500,48,201,450500
1769,1586,0,48201450600,48,201,450600
2033,1766,0,48201450700,48,201,450700
914,842,134,48201450801,48,201,450801
3036,2884,94,48201450802,48,201,450802
1256,1164,8,48201450900,48,201,450900
2238,1930,378,48201451001,48,201,451001
2304,2126,221,48201451002,48,201,451002
1960,1831,115,48201451100,48,201,451100
1008,870,0,48201451200,48,201,451200
3051,2802,178,48201451300,48,201,451300
1745,1514,130,48201451401,48,201,451401
2537,2351,288,48201451402,48,201,451402
3049,2852,202,48201451403,48,201,451403
2834,2694,134,48201451500,48,201,451500
3093,2544,90,48201451601,48,201,451601
3764,3463,68,48201451602,48,201,451602
1696,1391,62,48201451700,48,201,451700
1985,1803,154,48201451800,48,201,451800
3442,3180,386,48201451901,48,201,451901
893,807,0,48201451902,48,201,451902
3672,3279,205,48201452000,48,201,452000
4972,4345,553,48201452100,48,201,452100
2906,2686,299,48201452201,48,201,452201
1725,1596,152,48201452202,48,201,452202
738,587,25,48201452300,48,201,452300
2496,1981,546,48201452400,48,201,452400
2412,1931,305,48201452500,48,201,452500
2649,2120,221,48201452600,48,201,452600
3846,3398,225,48201452700,48,201,452700
1900,1627,174,48201452801,48,201,452801
1874,1633,146,48201452802,48,201,452802
1103,911,127,48201452900,48,201,452900
2166,1744,416,48201453000,48,201,453000
1491,1286,275,48201453100,48,201,453100
2781,2289,406,48201453200,48,201,453200
1248,1012,224,48201453300,48,201,453300
1018,894,174,48201453401,48,201,453401
2713,2281,459,48201453402,48,201,453402
1684,1252,267,48201453403,48,201,453403
2124,1958,308,48201453501,48,201,453501
1088,893,198,48201453502,48,201,453502
671,595,94,48201453601,48,201,453601
2499,1813,244,48201453602,48,201,453602
2663,2243,409,48201453700,48,201,453700
1096,829,67,48201453800,48,201,453800
3100,2672,341,48201453900,48,201,453900
1523,1367,87,48201454000,48,201,454000
1118,1048,29,48201454100,48,201,454100
1173,1063,75,48201454200,48,201,454200
4344,3789,450,48201454301,48,201,454301
2283,1829,19,48201454302,48,201,454302
461,455,0,48201454400,48,201,454400
3182,2871,0,48201454501,48,201,454501
805,755,13,48201454502,48,201,454502
2204,1843,94,48201454600,48,201,454600
2341,2183,0,48201454700,48,201,454700
3083,2835,161,48201454800,48,201,454800
3715,3449,29,48201454900,48,201,454900
977,880,39,48201455000,48,201,455000
2420,2206,84,48201455101,48,201,455101
1021,913,0,48201455102,48,201,455102
1488,1334,9,48201455200,48,201,455200
4534,4104,74,48201455300,48,201,455300
1185,1118,0,48201510100,48,201,510100
3406,3067,95,48201510200,48,201,510200
2430,2301,47,48201510300,48,201,510300
2003,1779,101,48201510400,48,201,510400
1898,1792,58,48201510500,48,201,510500
3606,3208,48,48201510600,48,201,510600
2681,2569,33,48201510700,48,201,510700
4266,3745,0,48201510800,48,201,510800
3593,3350,63,48201510900,48,201,510900
1366,1208,67,48201511001,48,201,511001
2225,1826,66,48201511002,48,201,511002
1638,1465,70,48201511100,48,201,511100
2734,2572,102,48201511200,48,201,511200
1905,1798,77,48201511301,48,201,511301
1878,1566,23,48201511302,48,201,511302
1468,1324,144,48201511400,48,201,511400
3408,3019,148,48201511500,48,201,511500
1496,1168,186,48201511600,48,201,511600
896,761,52,48201520100,48,201,520100
1400,1186,62,48201520200,48,201,520200
1900,1446,275,48201520300,48,201,520300
1153,831,207,48201520400,48,201,520400
2685,2183,621,48201520500,48,201,520500
807,607,196,48201520601,48,201,520601
1909,1519,363,48201520602,48,201,520602
1374,1241,83,48201520700,48,201,520700
770,650,86,48201521000,48,201,521000
656,519,186,48201521100,48,201,521100
2117,1786,319,48201521200,48,201,521200
1926,1458,233,48201521300,48,201,521300
2118,1656,586,48201521400,48,201,521400
1857,1593,381,48201521500,48,201,521500
996,808,145,48201521600,48,201,521600
2997,2314,335,48201521700,48,201,521700
1858,1517,37,48201521800,48,201,521800
2355,1975,180,48201521900,48,201,521900
1848,1428,283,48201522000,48,201,522000
2693,2320,334,48201522100,48,201,522100
1263,1064,158,48201522201,48,201,522201
1278,1017,216,48201522202,48,201,522202
1560,1227,414,48201522301,48,201,522301
1381,1270,253,48201522302,48,201,522302
2089,1747,255,48201522401,48,201,522401
1292,1004,222,48201522402,48,201,522402
1745,1597,27,48201522500,48,201,522500
2393,1642,403,48201530100,48,201,530100
1590,1377,67,48201530200,48,201,530200
947,555,190,48201530300,48,201,530300
974,477,52,48201530400,48,201,530400
1733,890,193,48201530500,48,201,530500
1223,850,162,48201530600,48,201,530600
2029,1084,299,48201530700,48,201,530700
1575,1065,90,48201530800,48,201,530800
1498,1097,55,48201530900,48,201,530900
1551,1400,77,48201531000,48,201,531000
1302,1115,21,48201531100,48,201,531100
1445,1254,145,48201531200,48,201,531200
2383,2104,233,48201531300,48,201,531300
963,780,7,48201531400,48,201,531400
1240,1035,131,48201531500,48,201,531500
1203,1040,64,48201531600,48,201,531600
1292,1144,28,48201531700,48,201,531700
927,647,140,48201531800,48,201,531800
1511,1004,86,48201531900,48,201,531900
2760,2193,844,48201532001,48,201,532001
414,347,5,48201532002,48,201,532002
2707,2155,622,48201532100,48,201,532100
1371,1020,279,48201532200,48,201,532200
3073,2456,357,48201532300,48,201,532300
2028,1757,265,48201532400,48,201,532400
2841,2271,294,48201532501,48,201,532501
1532,1159,149,48201532502,48,201,532502
2215,1657,415,48201532600,48,201,532600
1781,1550,266,48201532700,48,201,532700
656,481,84,48201532800,48,201,532800
1785,1358,340,48201532900,48,201,532900
829,571,140,48201533000,48,201,533000
2251,1689,261,48201533100,48,201,533100
1451,1132,304,48201533200,48,201,533200
2174,1273,206,48201533300,48,201,533300
3207,2452,424,48201533400,48,201,533400
1233,906,149,48201533500,48,201,533500
1907,1149,146,48201533600,48,201,533600
1719,881,264,48201533701,48,201,533701
947,594,29,48201533702,48,201,533702
2919,2028,189,48201533801,48,201,533801
2080,1317,169,48201533802,48,201,533802
2693,2278,311,48201533901,48,201,533901
1482,976,321,48201533902,48,201,533902
964,765,135,48201534001,48,201,534001
1553,1287,131,48201534002,48,201,534002
689,571,58,48201534003,48,201,534003
2120,1992,196,48201534100,48,201,534100
904,841,213,48201534201,48,201,534201
3781,3349,157,48201534202,48,201,534202
589,487,176,48201534203,48,201,534203
3885,3647,114,48201540100,48,201,540100
925,797,58,48201540200,48,201,540200
2345,1866,379,48201540501,48,201,540501
1735,1529,92,48201540502,48,201,540502
1408,1296,97,48201540601,48,201,540601
2511,2059,255,48201540602,48,201,540602
2261,2002,146,48201540700,48,201,540700
2350,1994,274,48201540800,48,201,540800
1100,985,0,48201540901,48,201,540901
3019,2562,248,48201540902,48,201,540902
3893,3462,46,48201541001,48,201,541001
2740,2493,48,48201541002,48,201,541002
4411,4096,93,48201541003,48,201,541003
2343,2102,60,48201541100,48,201,541100
2984,2689,108,48201541201,48,201,541201
2862,2619,200,48201541202,48,201,541202
999,933,0,48201541203,48,201,541203
3834,3131,171,48201541300,48,201,541300
4815,4393,214,48201541400,48,201,541400
1629,1414,87,48201541500,48,201,541500
2106,1856,70,48201541601,48,201,541601
3122,2191,240,48201541602,48,201,541602
4168,3642,160,48201541700,48,201,541700
2460,2205,492,48201541800,48,201,541800
2468,2140,132,48201541900,48,201,541900
4580,4283,373,48201542000,48,201,542000
7446,6769,297,48201542101,48,201,542101
4597,4314,299,48201542102,48,201,542102
6679,6075,370,48201542200,48,201,542200
4081,3819,86,48201542301,48,201,542301
2360,2184,176,48201542302,48,201,542302
3780,3367,187,48201542400,48,201,542400
1315,1091,19,48201542500,48,201,542500
1762,1565,68,48201542600,48,201,542600
1855,1604,214,48201542700,48,201,542700
2894,2747,62,48201542800,48,201,542800
7726,7312,291,48201542900,48,201,542900
4953,4760,157,48201543001,48,201,543001
8504,8047,64,48201543002,48,201,543002
5839,5222,269,48201543003,48,201,543003
778,741,98,48201543100,48,201,543100
3293,2924,225,48201543200,48,201,543200
2034,1609,389,48201550100,48,201,550100
1407,1095,410,48201550200,48,201,550200
3297,2911,505,48201550301,48,201,550301
5067,4409,724,48201550302,48,201,550302
5051,4351,842,48201550401,48,201,550401
3549,3111,408,48201550402,48,201,550402
1924,1645,189,48201550500,48,201,550500
1864,1619,79,48201550601,48,201,550601
851,742,88,48201550602,48,201,550602
1656,1436,347,48201550603,48,201,550603
1092,987,98,48201550700,48,201,550700
991,806,146,48201550800,48,201,550800
2648,2369,215,48201550900,48,201,550900
893,686,175,48201551000,48,201,551000
3578,2830,487,48201551100,48,201,551100
2678,1920,90,48201551200,48,201,551200
1190,1031,119,48201551300,48,201,551300
1969,1793,102,48201551400,48,201,551400
2775,2442,430,48201551500,48,201,551500
2774,2528,191,48201551600,48,201,551600
3422,3177,144,48201551701,48,201,551701
1316,1236,8,48201551702,48,201,551702
3177,2898,100,48201551703,48,201,551703
1710,1488,18,48201551800,48,201,551800
2994,2827,656,48201551900,48,201,551900
3743,3116,272,48201552001,48,201,552001
492,429,5,48201552002,48,201,552002
1529,1429,73,48201552101,48,201,552101
2179,1995,127,48201552102,48,201,552102
1135,954,103,48201552103,48,201,552103
2741,2454,153,48201552200,48,201,552200
1562,1212,64,48201552301,48,201,552301
1858,1655,220,48201552302,48,201,552302
2695,2284,206,48201552400,48,201,552400
3646,3381,176,48201552500,48,201,552500
2365,2113,372,48201552601,48,201,552601
2946,2607,163,48201552602,48,201,552602
3773,3032,435,48201552700,48,201,552700
4258,3797,175,48201552800,48,201,552800
3758,3432,391,48201552900,48,201,552900
2141,1970,119,48201553001,48,201,553001
1676,1396,169,48201553002,48,201,553002
2303,1946,192,48201553100,48,201,553100
2684,2386,445,48201553200,48,201,553200
2576,2386,586,48201553300,48,201,553300
1462,1255,13,48201553401,48,201,553401
3186,2921,123,48201553402,48,201,553402
2524,2241,37,48201553403,48,201,553403
2424,2195,16,48201553500,48,201,553500
2737,2493,271,48201553600,48,201,553600
1467,1383,29,48201553700,48,201,553700
905,843,34,48201553801,48,201,553801
3506,3113,258,48201553802,48,201,553802
2574,2356,11,48201553900,48,201,553900
1328,1146,80,48201554001,48,201,554001
1492,1361,0,48201554002,48,201,554002
413,384,12,48201554101,48,201,554101
3178,2900,13,48201554102,48,201,554102
3841,3652,185,48201554200,48,201,554200
2549,2406,0,48201554301,48,201,554301
1545,1405,114,48201554302,48,201,554302
4777,4564,0,48201554401,48,201,554401
4998,4541,149,48201554402,48,201,554402
4056,3772,154,48201554403,48,201,554403
1982,1876,9,48201554501,48,201,554501
2136,1991,7,48201554502,48,201,554502
1603,1368,0,48201554600,48,201,554600
2875,2665,78,48201554700,48,201,554700
5140,4926,190,48201554801,48,201,554801
7277,6621,55,48201554802,48,201,554802
3227,2964,186,48201554901,48,201,554901
3135,2826,124,48201554902,48,201,554902
4300,3955,39,48201554903,48,201,554903
2582,2401,214,48201555000,48,201,555000
3484,3166,123,48201555100,48,201,555100
3062,2725,0,48201555200,48,201,555200
864,793,17,48201555301,48,201,555301
6224,5939,131,48201555302,48,201,555302
4083,3935,133,48201555303,48,201,555303
792,688,29,48201555401,48,201,555401
3206,2514,397,48201555402,48,201,555402
1577,1441,163,48201555501,48,201,555501
9228,8717,263,48201555502,48,201,555502
1903,1719,111,48201555600,48,201,555600
2995,2839,0,48201555701,48,201,555701
4491,4364,51,48201555702,48,201,555702
2841,2460,309,48201556000,48,201,556000
4,4,4,48201980000,48,201,980000
212,192,47,48201980100,48,201,980100
1687,1146,120,48203020102,48,203,020102
1505,969,187,48203020103,48,203,020103
1194,785,56,48203020104,48,203,020104
2601,1764,209,48203020200,48,203,020200
1740,1351,214,48203020301,48,203,020301
1088,687,195,48203020302,48,203,020302
1400,886,247,48203020401,48,203,020401
1548,876,157,48203020402,48,203,020402
1086,636,85,48203020501,48,203,020501
1597,1163,123,48203020502,48,203,020502
2170,1929,171,48203020603,48,203,020603
1286,912,217,48203020604,48,203,020604
2373,1855,300,48203020605,48,203,020605
2017,1701,187,48203020606,48,203,020606
1678,1451,102,48205950200,48,205,950200
1266,769,169,48207950300,48,207,950300
880,531,115,48207950400,48,207,950400
1041,988,37,48209010100,48,209,010100
717,624,23,48209010200,48,209,010200
1938,1621,391,48209010302,48,209,010302
3406,3065,301,48209010303,48,209,010303
3466,2950,151,48209010304,48,209,010304
4273,3715,429,48209010400,48,209,010400
2007,1763,350,48209010500,48,209,010500
4711,4145,269,48209010600,48,209,010600
3399,3039,86,48209010701,48,209,010701
1015,771,64,48209010702,48,209,010702
1905,1663,101,48209010803,48,209,010803
3693,3251,52,48209010804,48,209,010804
2934,2718,2,48209010805,48,209,010805
1603,1465,166,48209010806,48,209,010806
958,834,36,48209010807,48,209,010807
2177,2017,171,48209010808,48,209,010808
2045,1834,31,48209010809,48,209,010809
3014,2831,32,48209010901,48,209,010901
6264,5783,455,48209010902,48,209,010902
2815,2352,99,48209010905,48,209,010905
5297,4803,243,48209010906,48,209,010906
3780,3252,447,48209010907,48,209,010907
4749,4356,411,48209010908,48,209,010908
3040,2730,92,48209010909,48,209,010909
3190,2834,126,48209010910,48,209,010910
1298,1094,110,48211950300,48,211,950300
2651,1921,221,48213950100,48,213,950100
1877,1438,180,48213950200,48,213,950200
3141,2625,378,48213950300,48,213,950300
1587,1227,134,48213950400,48,213,950400
1001,677,72,48213950500,48,213,950500
1596,1158,239,48213950601,48,213,950601
2212,1766,342,48213950602,48,213,950602
1662,1215,241,48213950700,48,213,950700
2134,1609,259,48213950800,48,213,950800
2227,1625,444,48213950901,48,213,950901
946,718,90,48213950902,48,213,950902
1110,863,98,48213950903,48,213,950903
806,500,135,48213951000,48,213,951000
1460,1033,127,48213951100,48,213,951100
1647,1146,244,48213951200,48,213,951200
1995,1399,179,48213951300,48,213,951300
2705,2051,273,48213951400,48,213,951400
1877,1385,594,48215020101,48,215,020101
2784,2263,201,48215020102,48,215,020102
2306,1759,459,48215020201,48,215,020201
1899,1636,414,48215020202,48,215,020202
2246,1829,366,48215020204,48,215,020204
1474,1124,206,48215020205,48,215,020205
3199,2863,52,48215020301,48,215,020301
3141,2711,215,48215020302,48,215,020302
2647,2534,147,48215020402,48,215,020402
1675,1267,317,48215020403,48,215,020403
2368,1830,491,48215020404,48,215,020404
1851,1448,349,48215020501,48,215,020501
3273,2814,440,48215020503,48,215,020503
2338,1895,398,48215020504,48,215,020504
750,546,222,48215020600,48,215,020600
3182,2970,356,48215020701,48,215,020701
2340,2078,402,48215020721,48,215,020721
1630,1178,270,48215020723,48,215,020723
1201,1005,125,48215020724,48,215,020724
1333,1023,178,48215020725,48,215,020725
2315,2073,293,48215020726,48,215,020726
2574,2105,237,48215020802,48,215,020802
1762,1447,86,48215020803,48,215,020803
1655,1322,184,48215020804,48,215,020804
2188,1958,255,48215020901,48,215,020901
1962,1734,190,48215020903,48,215,020903
2032,1740,278,48215020904,48,215,020904
2200,1608,281,48215021000,48,215,021000
1027,686,292,48215021100,48,215,021100
1223,1074,132,48215021201,48,215,021201
1894,1701,124,48215021202,48,215,021202
4028,2787,877,48215021302,48,215,021302
2357,1603,474,48215021303,48,215,021303
1739,1520,458,48215021304,48,215,021304
2141,1864,311,48215021305,48,215,021305
1750,1071,347,48215021401,48,215,021401
1623,1309,273,48215021403,48,215,021403
3429,2640,611,48215021404,48,215,021404
1042,706,368,48215021500,48,215,021500
1258,694,226,48215021600,48,215,021600
3172,2409,483,48215021701,48,215,021701
3452,2838,521,48215021702,48,215,021702
1456,1186,511,48215021803,48,215,021803
1109,714,180,48215021804,48,215,021804
2443,1882,688,48215021805,48,215,021805
2090,1528,479,48215021806,48,215,021806
2639,1827,561,48215021901,48,215,021901
1399,828,286,48215021903,48,215,021903
1431,1025,188,48215021904,48,215,021904
3513,2823,658,48215022001,48,215,022001
1879,1236,301,48215022003,48,215,022003
2191,1516,363,48215022004,48,215,022004
1887,1341,561,48215022103,48,215,022103
2905,2286,970,48215022104,48,215,022104
1075,755,310,48215022105,48,215,022105
1854,1463,586,48215022106,48,215,022106
1874,1510,408,48215022201,48,215,022201
1362,1086,516,48215022203,48,215,022203
1460,1128,431,48215022204,48,215,022204
3397,2929,244,48215022300,48,215,022300
1376,1057,307,48215022401,48,215,022401
1851,1674,263,48215022402,48,215,022402
1793,1393,606,48215022501,48,215,022501
1647,1451,389,48215022502,48,215,022502
732,426,114,48215022600,48,215,022600
1889,1424,438,48215022701,48,215,022701
1697,1277,451,48215022702,48,215,022702
2431,1994,444,48215022800,48,215,022800
1366,961,150,48215022900,48,215,022900
1739,1449,308,48215023000,48,215,023000
1897,1581,564,48215023102,48,215,023102
1828,1598,457,48215023103,48,215,023103
1341,1035,350,48215023104,48,215,023104
2092,1634,568,48215023503,48,215,023503
2953,2293,288,48215023504,48,215,023504
2404,1758,508,48215023507,48,215,023507
3869,3385,125,48215023509,48,215,023509
3140,2782,353,48215023510,48,215,023510
2634,1894,829,48215023511,48,215,023511
114,109,26,48215023512,48,215,023512
2181,1849,616,48215023513,48,215,023513
2175,1829,674,48215023514,48,215,023514
3002,2280,824,48215023515,48,215,023515
2679,2019,254,48215023600,48,215,023600
1535,1211,312,48215023700,48,215,023700
2941,2353,503,48215023801,48,215,023801
2876,2479,406,48215023802,48,215,023802
4811,4238,681,48215023902,48,215,023902
1511,1160,203,48215023903,48,215,023903
3354,3067,476,48215023904,48,215,023904
5525,4927,660,48215024000,48,215,024000
2767,2121,488,48215024105,48,215,024105
3280,2848,451,48215024106,48,215,024106
1242,988,373,48215024107,48,215,024107
1368,1130,459,48215024108,48,215,024108
1867,1583,532,48215024109,48,215,024109
2659,2442,795,48215024110,48,215,024110
1246,1083,333,48215024111,48,215,024111
2989,2319,1121,48215024112,48,215,024112
1656,1179,456,48215024113,48,215,024113
2090,1884,927,48215024114,48,215,024114
3871,3103,1374,48215024201,48,215,024201
2287,1886,607,48215024203,48,215,024203
1279,1040,273,48215024204,48,215,024204
2325,2085,613,48215024205,48,215,024205
436,351,157,48215024301,48,215,024301
396,247,56,48215024302,48,215,024302
2101,1611,868,48215024402,48,215,024402
1716,1175,411,48215024403,48,215,024403
988,645,219,48215024404,48,215,024404
2432,1771,565,48215024500,48,215,024500
1666,1344,484,48215024600,48,215,024600
0,0,0,48215980000,48,215,980000
1352,1062,226,48217960100,48,217,960100
1763,1282,161,48217960200,48,217,960200
862,627,48,48217960400,48,217,960400
2306,1860,390,48217960500,48,217,960500
490,375,76,48217960600,48,217,960600
736,539,85,48217960700,48,217,960700
1357,1020,190,48217960800,48,217,960800
600,456,107,48217960900,48,217,960900
667,499,143,48217961000,48,217,961000
1303,959,121,48217961100,48,217,961100
1556,1151,210,48217961400,48,217,961400
491,349,48,48219950100,48,219,950100
1397,1194,100,48219950200,48,219,950200
1668,1336,180,48219950300,48,219,950300
1591,1270,366,48219950400,48,219,950400
1819,1337,108,48219950500,48,219,950500
531,422,59,48219950600,48,219,950600
500,401,61,48219950700,48,219,950700
1941,1431,114,48221160100,48,221,160100
1264,1035,131,48221160204,48,221,160204
2871,2371,262,48221160205,48,221,160205
1882,1489,117,48221160206,48,221,160206
2976,2636,209,48221160207,48,221,160207
2205,1768,211,48221160208,48,221,160208
2957,2557,143,48221160209,48,221,160209
2504,2120,45,48221160210,48,221,160210
2204,1843,174,48221160301,48,221,160301
1348,1096,193,48221160302,48,221,160302
1100,863,235,48223950100,48,223,950100
1637,1221,138,48223950200,48,223,950200
2222,1865,173,48223950300,48,223,950300
1640,1275,160,48223950401,48,223,950401
1667,1265,176,48223950402,48,223,950402
1051,823,188,48223950500,48,223,950500
1444,1053,172,48223950600,48,223,950600
1573,1296,417,48223950700,48,223,950700
1090,866,193,48223950800,48,223,950800
2152,1544,286,48225950100,48,225,950100
464,349,51,48225950200,48,225,950200
1114,836,125,48225950300,48,225,950300
1110,643,265,48225950400,48,225,950400
1870,1357,187,48225950500,48,225,950500
585,321,121,48225950600,48,225,950600
957,670,66,48225950700,48,225,950700
885,723,111,48227950100,48,227,950100
734,581,111,48227950200,48,227,950200
521,330,90,48227950300,48,227,950300
1392,1054,169,48227950400,48,227,950400
1182,859,278,48227950500,48,227,950500
1392,1221,98,48227950600,48,227,950600
1290,992,205,48227950700,48,227,950700
1548,1282,266,48227950801,48,227,950801
626,411,82,48227950802,48,227,950802
1494,1241,99,48227950900,48,227,950900
978,739,194,48229950300,48,229,950300
905,809,100,48231960100,48,231,960100
859,640,64,48231960200,48,231,960200
1522,1185,152,48231960300,48,231,960300
1671,1351,123,48231960400,48,231,960400
1490,1124,230,48231960500,48,231,960500
1214,978,140,48231960600,48,231,960600
2085,1579,241,48231960700,48,231,960700
1220,931,214,48231960800,48,231,960800
2133,1373,406,48231960900,48,231,960900
