S1601_C01_001E,S1601_C01_002E,S1601_C01_003E,S1601_C01_004E,S1601_C01_008E,S1601_C01_012E,S1601_C01_016E,FIPS,STATEFP,COUNTYFP,TRACTCE
2767,1807,960,751,29,162,18,48355005414,48,355,005414
5624,4152,1472,1148,24,295,5,48355005415,48,355,005415
3611,2510,1101,803,80,198,20,48355005416,48,355,005416
5635,3969,1666,1246,160,260,0,48355005417,48,355,005417
5487,2102,3385,3385,0,0,0,48355005601,48,355,005601
6101,2315,3786,3783,0,0,3,48355005602,48,355,005602
6728,5527,1201,1201,0,0,0,48355005801,48,355,005801
6377,4333,2044,2044,0,0,0,48355005802,48,355,005802
2815,986,1829,1791,0,0,38,48355005900,48,355,005900
2009,1089,920,920,0,0,0,48355006000,48,355,006000
3360,1872,1488,1488,0,0,0,48355006100,48,355,006100
8888,7502,1386,975,338,73,0,48355006200,48,355,006200
2614,1792,822,813,9,0,0,48355006300,48,355,006300
2655,1712,943,889,54,0,0,48355006400,48,355,006400
13,13,0,0,0,0,0,48355980000,48,355,980000
0,0,0,0,0,0,0,48355990000,48,355,990000
1166,1004,162,162,0,0,0,48357950100,48,357,950100
3340,1361,1979,1979,0,0,0,48357950300,48,357,950300
4775,2666,2109,2109,0,0,0,48357950400,48,357,950400
1974,1727,247,210,5,32,0,48359950100,48,359,950100
3523,3273,250,250,0,0,0,48361020200,48,361,020200
2519,2222,297,244,32,21,0,48361020300,48,361,020300
2919,2415,504,421,16,67,0,48361020500,48,361,020500
4663,4324,339,226,73,40,0,48361020700,48,361,020700
1825,1672,153,128,14,11,0,48361020800,48,361,020800
3450,3217,233,186,38,9,0,48361020900,48,361,020900
2117,2063,54,31,23,0,0,48361021000,48,361,021000
1744,1678,66,60,6,0,0,48361021100,48,361,021100
4607,4501,106,100,6,0,0,48361021200,48,361,021200
5115,4443,672,0,236,436,0,48361021300,48,361,021300
3582,3468,114,105,9,0,0,48361021400,48,361,021400
2265,2123,142,127,11,4,0,48361021501,48,361,021501
6002,5584,418,356,0,62,0,48361021502,48,361,021502
3401,3318,83,80,0,0,3,48361021600,48,361,021600
1824,1741,83,57,18,8,0,48361021700,48,361,021700
2400,2092,308,268,32,8,0,48361021800,48,361,021800
6899,6450,449,325,114,10,0,48361021900,48,361,021900
3898,3466,432,328,72,0,32,48361022000,48,361,022000
3961,3841,120,90,30,0,0,48361022200,48,361,022200
7041,6622,419,327,92,0,0,48361022300,48,361,022300
4557,4382,175,67,90,18,0,48361022400,48,361,022400
2623,2434,189,148,11,30,0,48363000100,48,363,000100
1953,1652,301,289,7,5,0,48363000200,48,363,000200
3851,3532,319,307,0,12,0,48363000300,48,363,000300
5255,4987,268,254,14,0,0,48363000400,48,363,000400
1925,1588,337,325,0,12,0,48363000500,48,363,000500
3160,2779,381,292,89,0,0,48363000600,48,363,000600
2903,2388,515,435,14,66,0,48363000700,48,363,000700
3136,1808,1328,1302,26,0,0,48363000800,48,363,000800
1998,1701,297,297,0,0,0,48363000900,48,363,000900
4153,4008,145,145,0,0,0,48365950100,48,365,950100
3181,2909,272,272,0,0,0,48365950200,48,365,950200
3692,3297,395,386,9,0,0,48365950300,48,365,950300
6039,5615,424,363,51,10,0,48365950400,48,365,950400
2640,2520,120,92,28,0,0,48365950500,48,365,950500
2226,2029,197,197,0,0,0,48365950600,48,365,950600
4978,4326,652,610,12,30,0,48367140101,48,367,140101
4985,3850,1135,1093,35,7,0,48367140102,48,367,140102
6734,6293,441,378,40,11,12,48367140200,48,367,140200
5705,4767,938,907,31,0,0,48367140300,48,367,140300
6448,5981,467,429,22,16,0,48367140403,48,367,140403
7163,6647,516,443,73,0,0,48367140405,48,367,140405
10496,9421,1075,982,33,37,23,48367140407,48,367,140407
4609,4378,231,207,7,10,7,48367140408,48,367,140408
3447,2947,500,498,0,2,0,48367140409,48,367,140409
3928,3650,278,270,8,0,0,48367140410,48,367,140410
4689,3863,826,686,64,76,0,48367140411,48,367,140411
7912,7307,605,588,17,0,0,48367140501,48,367,140501
4471,4281,190,153,33,0,4,48367140502,48,367,140502
6689,6504,185,165,20,0,0,48367140601,48,367,140601
9603,8432,1171,1114,29,16,12,48367140602,48,367,140602
7600,7347,253,207,2,33,11,48367140703,48,367,140703
9571,9086,485,388,66,1,30,48367140704,48,367,140704
7998,7432,566,402,47,117,0,48367140705,48,367,140705
8529,7742,787,425,249,99,14,48367140706,48,367,140706
4540,1975,2565,2501,64,0,0,48369950200,48,369,950200
4424,2368,2056,1993,30,33,0,48369950300,48,369,950300
1902,1104,798,733,32,33,0,48371950100,48,371,950100
2944,960,1984,1984,0,0,0,48371950300,48,371,950300
4099,2247,1852,1797,8,35,12,48371950400,48,371,950400
5855,2637,3218,3097,39,46,36,48371950500,48,371,950500
4915,4430,485,485,0,0,0,48373210101,48,373,210101
6491,5972,519,401,20,59,39,48373210102,48,373,210102
5940,4418,1522,1480,28,7,7,48373210203,48,373,210203
4823,3926,897,752,31,114,0,48373210204,48,373,210204
2937,2547,390,277,94,19,0,48373210205,48,373,210205
3348,3187,161,120,24,17,0,48373210206,48,373,210206
3418,3274,144,122,8,14,0,48373210301,48,373,210301
4336,3768,568,530,16,22,0,48373210302,48,373,210302
5618,4378,1240,1197,43,0,0,48373210400,48,373,210400
4496,3860,636,377,35,13,211,48373210500,48,373,210500
1816,1588,228,206,7,0,15,48375010100,48,375,010100
1924,1804,120,99,0,21,0,48375010200,48,375,010200
1107,799,308,151,47,45,65,48375010300,48,375,010300
2932,2666,266,248,0,0,18,48375010400,48,375,010400
1784,826,958,901,0,0,57,48375010600,48,375,010600
3171,2201,970,919,0,51,0,48375010700,48,375,010700
2179,1053,1126,1123,3,0,0,48375011000,48,375,011000
4175,3917,258,151,14,67,26,48375011500,48,375,011500
4087,2502,1585,443,9,880,253,48375011600,48,375,011600
3653,3089,564,251,165,148,0,48375011700,48,375,011700
3443,2580,863,686,13,106,58,48375011800,48,375,011800
2604,2259,345,329,16,0,0,48375011900,48,375,011900
1489,1097,392,392,0,0,0,48375012000,48,375,012000
3436,1063,2373,2294,79,0,0,48375012200,48,375,012200
2225,925,1300,1135,0,12,153,48375012600,48,375,012600
4407,1830,2577,2371,0,138,68,48375012800,48,375,012800
1411,1212,199,163,0,0,36,48375013000,48,375,013000
1426,1326,100,67,5,28,0,48375013200,48,375,013200
5435,4869,566,330,15,136,85,48375013300,48,375,013300
2344,2122,222,197,9,12,4,48375013400,48,375,013400
3590,2334,1256,849,28,233,146,48375013900,48,375,013900
2599,1191,1408,1259,0,0,149,48375014100,48,375,014100
5599,4907,692,580,33,79,0,48375014300,48,375,014300
7757,6337,1420,1334,14,55,17,48375014401,48,375,014401
5327,2589,2738,2612,30,96,0,48375014500,48,375,014500
4183,3745,438,417,0,21,0,48375014700,48,375,014700
2224,1086,1138,1087,4,0,47,48375014800,48,375,014800
5880,1885,3995,830,50,2697,418,48375014900,48,375,014900
6548,2463,4085,3334,16,330,405,48375015000,48,375,015000
2331,1995,336,336,0,0,0,48375015100,48,375,015100
2627,1990,637,637,0,0,0,48375015200,48,375,015200
4360,2888,1472,1417,0,9,46,48375015300,48,375,015300
2136,1018,1118,1118,0,0,0,48375015400,48,375,015400
0,0,0,0,0,0,0,48375980000,48,375,980000
2544,1127,1417,1401,0,15,1,48377950100,48,377,950100
3939,152,3787,3708,0,79,0,48377950200,48,377,950200
6084,5688,396,362,19,15,0,48379950100,48,379,950100
5090,4557,533,457,8,68,0,48379950200,48,379,950200
2180,2086,94,81,0,13,0,48381020100,48,381,020100
2076,1829,247,217,15,5,10,48381020200,48,381,020200
1846,1454,392,239,51,62,40,48381020300,48,381,020300
2004,1921,83,31,6,23,23,48381020400,48,381,020400
3264,2589,675,667,8,0,0,48381020500,48,381,020500
3942,3030,912,883,0,21,8,48381020600,48,381,020600
6063,5395,668,578,14,76,0,48381020800,48,381,020800
2713,2233,480,419,15,1,45,48381020900,48,381,020900
2145,1988,157,142,4,11,0,48381021000,48,381,021000
4441,4187,254,184,54,16,0,48381021101,48,381,021101
2176,1698,478,346,16,63,53,48381021102,48,381,021102
4934,4450,484,349,124,11,0,48381021200,48,381,021200
5217,4437,780,409,199,50,122,48381021300,48,381,021300
4832,4496,336,277,0,46,13,48381021500,48,381,021500
4723,3961,762,336,160,188,78,48381021602,48,381,021602
1995,1770,225,166,11,29,19,48381021603,48,381,021603
3564,2991,573,433,59,81,0,48381021604,48,381,021604
1793,1627,166,74,19,50,23,48381021605,48,381,021605
4995,4565,430,255,13,162,0,48381021606,48,381,021606
8273,7145,1128,884,76,100,68,48381021608,48,381,021608
4784,4474,310,260,14,36,0,48381021609,48,381,021609
4943,4557,386,337,49,0,0,48381021702,48,381,021702
5771,5165,606,606,0,0,0,48381021703,48,381,021703
7959,7578,381,264,0,116,1,48381021704,48,381,021704
6215,5824,391,311,80,0,0,48381021801,48,381,021801
5549,4655,894,706,79,59,50,48381021802,48,381,021802
5222,4873,349,279,4,66,0,48381021900,48,381,021900
6217,5364,853,761,64,12,16,48381022001,48,381,022001
5526,4142,1384,1050,73,261,0,48381022002,48,381,022002
3438,1551,1887,1868,13,6,0,48383950100,48,383,950100
3178,2745,433,412,14,2,5,48385950100,48,385,950100
2333,2198,135,128,7,0,0,48387950100,48,387,950100
4233,4028,205,205,0,0,0,48387950500,48,387,950500
2759,2615,144,132,10,0,2,48387950600,48,387,950600
2308,2279,29,29,0,0,0,48387950700,48,387,950700
4115,1215,2900,2826,15,55,4,48389950100,48,389,950100
3010,1041,1969,1928,0,41,0,48389950200,48,389,950200
1858,748,1110,1110,0,0,0,48389950300,48,389,950300
4341,2709,1632,1550,5,77,0,48389950400,48,389,950400
1268,553,715,715,0,0,0,48389950500,48,389,950500
3472,2426,1046,1039,7,0,0,48391950200,48,391,950200
3248,2350,898,860,19,19,0,48391950400,48,391,950400
777,736,41,41,0,0,0,48393950100,48,393,950100
1716,1612,104,69,33,0,2,48395960100,48,395,960100
1673,1484,189,189,0,0,0,48395960200,48,395,960200
4596,4230,366,289,61,16,0,48395960300,48,395,960300
3162,2597,565,565,0,0,0,48395960400,48,395,960400
4742,3121,1621,1320,7,0,294,48395960500,48,395,960500
6177,5481,696,374,49,273,0,48397040101,48,397,040101
7331,6308,1023,938,0,50,35,48397040102,48,397,040102
6546,6101,445,230,96,99,20,48397040200,48,397,040200
5812,4973,839,539,54,143,103,48397040301,48,397,040301
8143,7524,619,386,77,104,52,48397040302,48,397,040302
12774,10001,2773,2540,79,108,46,48397040401,48,397,040401
11967,9883,2084,1606,149,165,164,48397040402,48,397,040402
6430,3349,3081,2446,455,71,109,48397040503,48,397,040503
6853,6084,769,267,391,111,0,48397040504,48,397,040504
10411,8363,2048,1447,182,232,187,48397040505,48,397,040505
8731,8152,579,192,156,152,79,48397040506,48,397,040506
1216,1157,59,53,6,0,0,48399950100,48,399,950100
2427,2021,406,392,0,11,3,48399950200,48,399,950200
1822,1616,206,202,4,0,0,48399950500,48,399,950500
4245,3675,570,569,0,0,1,48399950600,48,399,950600
5563,4870,693,679,14,0,0,48401950100,48,401,950100
3141,2926,215,124,39,7,45,48401950200,48,401,950200
6097,5141,956,926,26,0,4,48401950300,48,401,950300
5330,4984,346,329,17,0,0,48401950400,48,401,950400
4679,4170,509,435,0,74,0,48401950501,48,401,950501
4063,3380,683,656,20,7,0,48401950502,48,401,950502
2412,2330,82,56,26,0,0,48401950600,48,401,950600
5200,4176,1024,820,186,18,0,48401950700,48,401,950700
3682,2799,883,813,47,3,20,48401950800,48,401,950800
3236,2402,834,826,8,0,0,48401950900,48,401,950900
2233,1458,775,763,12,0,0,48401951000,48,401,951000
2634,2288,346,343,3,0,0,48401951100,48,401,951100
2395,2375,20,13,3,0,4,48401951200,48,401,951200
2446,2375,71,64,0,7,0,48403950100,48,403,950100
2979,2919,60,39,0,0,21,48403950200,48,403,950200
4555,4341,214,198,16,0,0,48403950300,48,403,950300
2815,2628,187,187,0,0,0,48405950100,48,405,950100
2551,2403,148,146,0,0,2,48405950200,48,405,950200
2502,2479,23,17,6,0,0,48405950300,48,405,950300
6887,6008,879,872,7,0,0,48407200101,48,407,200101
10341,8559,1782,1767,15,0,0,48407200102,48,407,200102
4884,4320,564,549,15,0,0,48407200200,48,407,200200
4613,4404,209,177,23,9,0,48407200300,48,407,200300
3354,2817,537,486,41,10,0,48409010201,48,409,010201
4315,2713,1602,1551,0,51,0,48409010202,48,409,010202
4325,3313,1012,921,8,83,0,48409010301,48,409,010301
4934,3548,1386,1305,15,66,0,48409010302,48,409,010302
1849,735,1114,1107,0,7,0,48409010500,48,409,010500
5578,4004,1574,1511,63,0,0,48409010601,48,409,010601
3732,2848,884,834,36,14,0,48409010602,48,409,010602
2630,2237,393,304,57,32,0,48409010603,48,409,010603
2685,2221,464,406,17,41,0,48409010604,48,409,010604
3956,2625,1331,1331,0,0,0,48409010700,48,409,010700
3780,1863,1917,1879,30,8,0,48409010800,48,409,010800
4648,2917,1731,1720,0,11,0,48409010900,48,409,010900
5981,3243,2738,2664,66,8,0,48409011000,48,409,011000
2834,1427,1407,1407,0,0,0,48409011100,48,409,011100
2993,2010,983,974,9,0,0,48409011200,48,409,011200
4552,1694,2858,2826,32,0,0,48409011300,48,409,011300
2421,1533,888,868,19,1,0,48411950100,48,411,950100
3260,2835,425,417,0,8,0,48411950200,48,411,950200
2766,1491,1275,1268,0,7,0,48413950300,48,413,950300
4571,3137,1434,1382,9,26,17,48415950100,48,415,950100
1216,1069,147,147,0,0,0,48415950200,48,415,950200
5574,4442,1132,1132,0,0,0,48415950300,48,415,950300
4592,3111,1481,1442,10,23,6,48415950600,48,415,950600
3092,2874,218,205,1,12,0,48417950300,48,417,950300
4355,3723,632,632,0,0,0,48419950100,48,419,950100
3517,3061,456,419,23,14,0,48419950200,48,419,950200
4583,3289,1294,1294,0,0,0,48419950300,48,419,950300
5053,3587,1466,1451,15,0,0,48419950400,48,419,950400
3008,2825,183,147,0,36,0,48419950500,48,419,950500
3026,2777,249,249,0,0,0,48419950600,48,419,950600
2885,1835,1050,1049,1,0,0,48421950200,48,421,950200
5426,2575,2851,2817,29,5,0,48423000100,48,423,000100
4052,3087,965,949,12,4,0,48423000201,48,423,000201
1851,1236,615,600,6,9,0,48423000202,48,423,000202
4986,1772,3214,3214,0,0,0,48423000300,48,423,000300
2092,1184,908,875,25,8,0,48423000400,48,423,000400
2789,2069,720,720,0,0,0,48423000500,48,423,000500
2226,691,1535,1503,0,0,32,48423000600,48,423,000600
3528,3241,287,287,0,0,0,48423000700,48,423,000700
5536,4695,841,841,0,0,0,48423000800,48,423,000800
4921,3414,1507,1398,64,34,11,48423000900,48,423,000900
5093,4218,875,726,68,67,14,48423001000,48,423,001000
3765,3082,683,598,30,55,0,48423001101,48,423,001101
2479,2286,193,170,23,0,0,48423001102,48,423,001102
3487,3094,393,378,15,0,0,48423001200,48,423,001200
2136,1799,337,224,73,24,16,48423001300,48,423,001300
8589,8346,243,202,32,0,9,48423001401,48,423,001401
7493,7218,275,207,53,15,0,48423001403,48,423,001403
6489,6334,155,112,43,0,0,48423001404,48,423,001404
5320,5200,120,120,0,0,0,48423001500,48,423,001500
7736,5156,2580,2563,0,17,0,48423001601,48,423,001601
4069,3522,547,256,129,152,10,48423001602,48,423,001602
6357,4279,2078,2063,0,15,0,48423001604,48,423,001604
8614,4351,4263,4187,1,34,41,48423001700,48,423,001700
6903,6256,647,387,0,100,160,48423001801,48,423,001801
7992,6931,1061,962,99,0,0,48423001802,48,423,001802
4232,3899,333,148,67,113,5,48423001803,48,423,001803
5817,5276,541,380,80,48,33,48423001901,48,423,001901
8947,8195,752,291,233,152,76,48423001905,48,423,001905
4960,4734,226,160,2,64,0,48423001906,48,423,001906
5922,5614,308,261,18,29,0,48423001907,48,423,001907
10432,9765,667,528,94,39,6,48423001908,48,423,001908
3990,3486,504,359,67,69,9,48423002003,48,423,002003
2626,2354,272,227,31,14,0,48423002004,48,423,002004
3630,3451,179,73,55,39,12,48423002006,48,423,002006
8171,6719,1452,620,108,543,181,48423002007,48,423,002007
6600,5985,615,131,82,402,0,48423002008,48,423,002008
7575,6751,824,766,14,44,0,48423002009,48,423,002009
3978,3586,392,378,0,14,0,48423002101,48,423,002101
5141,4839,302,281,8,0,13,48423002102,48,423,002102
5970,5573,397,397,0,0,0,48423002200,48,423,002200
0,0,0,0,0,0,0,48423980000,48,423,980000
6906,6178,728,689,0,24,15,48425000100,48,425,000100
1506,1379,127,127,0,0,0,48425000200,48,425,000200
982,168,814,814,0,0,0,48427950101,48,427,950101
4722,298,4424,4424,0,0,0,48427950104,48,427,950104
3830,209,3621,3621,0,0,0,48427950105,48,427,950105
2818,132,2686,2686,0,0,0,48427950106,48,427,950106
3149,325,2824,2824,0,0,0,48427950107,48,427,950107
3342,200,3142,3142,0,0,0,48427950108,48,427,950108
2271,59,2212,2212,0,0,0,48427950202,48,427,950202
4170,85,4085,4085,0,0,0,48427950203,48,427,950203
4861,128,4733,4733,0,0,0,48427950204,48,427,950204
4818,143,4675,4675,0,0,0,48427950401,48,427,950401
4589,148,4441,4434,0,7,0,48427950402,48,427,950402
4588,465,4123,4118,4,0,1,48427950500,48,427,950500
6986,278,6708,6708,0,0,0,48427950600,48,427,950600
3243,74,3169,3169,0,0,0,48427950701,48,427,950701
3364,61,3303,3303,0,0,0,48427950702,48,427,950702
3984,3119,865,839,26,0,0,48429950200,48,429,950200
1607,1210,397,379,0,18,0,48429950300,48,429,950300
3292,3038,254,222,0,9,23,48429950500,48,429,950500
1154,842,312,312,0,0,0,48431950100,48,431,950100
1352,1164,188,185,0,0,3,48433950300,48,433,950300
3494,1612,1882,1817,28,15,22,48435950300,48,435,950300
1853,1536,317,317,0,0,0,48437950200,48,437,950200
3895,2535,1360,1360,0,0,0,48437950300,48,437,950300
1231,837,394,391,3,0,0,48437950400,48,437,950400
5601,1872,3729,3414,0,305,10,48439100101,48,439,100101
4042,1987,2055,2036,14,0,5,48439100102,48,439,100102
4492,857,3635,3512,78,0,45,48439100201,48,439,100201
5174,739,4435,4416,19,0,0,48439100202,48,439,100202
5235,1920,3315,3315,0,0,0,48439100300,48,439,100300
5382,872,4510,4510,0,0,0,48439100400,48,439,100400
10079,3105,6974,6330,494,150,0,48439100501,48,439,100501
6668,1563,5105,5037,65,3,0,48439100502,48,439,100502
2292,1899,393,357,12,24,0,48439100601,48,439,100601
3633,2488,1145,1066,10,46,23,48439100602,48,439,100602
5027,2178,2849,2840,0,0,9,48439100700,48,439,100700
6105,1430,4675,4619,0,56,0,48439100800,48,439,100800
2017,268,1749,1749,0,0,0,48439100900,48,439,100900
1876,917,959,888,7,32,32,48439101201,48,439,101201
5144,1576,3568,3541,0,23,4,48439101202,48,439,101202
4812,3566,1246,1188,32,26,0,48439101301,48,439,101301
3109,1827,1282,1282,0,0,0,48439101302,48,439,101302
5037,3548,1489,1397,62,30,0,48439101401,48,439,101401
3343,1074,2269,2174,0,8,87,48439101402,48,439,101402
5149,2459,2690,2516,26,131,17,48439101403,48,439,101403
3797,2041,1756,1591,70,95,0,48439101500,48,439,101500
2226,1678,548,483,21,12,32,48439101700,48,439,101700
3044,2376,668,353,138,112,65,48439102000,48,439,102000
5669,4974,695,619,76,0,0,48439102100,48,439,102100
3208,2914,294,275,19,0,0,48439102201,48,439,102201
2647,2506,141,45,38,58,0,48439102202,48,439,102202
3247,2177,1070,990,29,0,51,48439102301,48,439,102301
5061,3348,1713,1671,18,4,20,48439102302,48,439,102302
4096,3598,498,437,61,0,0,48439102401,48,439,102401
4322,4074,248,152,51,30,15,48439102402,48,439,102402
3338,2233,1105,971,41,72,21,48439102500,48,439,102500
3795,2312,1483,1383,10,25,65,48439102601,48,439,102601
3821,2539,1282,1236,46,0,0,48439102602,48,439,102602
3135,2887,248,163,35,28,22,48439102700,48,439,102700
1348,1243,105,80,21,4,0,48439102800,48,439,102800
5209,1689,3520,3409,74,18,19,48439103500,48,439,103500
2414,1692,722,715,5,2,0,48439103601,48,439,103601
2474,1365,1109,1109,0,0,0,48439103602,48,439,103602
3815,1434,2381,2379,0,0,2,48439103701,48,439,103701
2606,1240,1366,1366,0,0,0,48439103702,48,439,103702
2992,1605,1387,952,89,0,346,48439103800,48,439,103800
3091,2108,983,823,34,126,0,48439104100,48,439,104100
6381,5802,579,217,148,177,37,48439104201,48,439,104201
2998,2662,336,282,13,32,9,48439104202,48,439,104202
6102,5028,1074,677,186,66,145,48439104300,48,439,104300
4886,2666,2220,2207,13,0,0,48439104400,48,439,104400
2701,688,2013,2013,0,0,0,48439104502,48,439,104502
2515,465,2050,2050,0,0,0,48439104503,48,439,104503
2680,600,2080,2059,0,21,0,48439104504,48,439,104504
4264,2404,1860,1849,11,0,0,48439104505,48,439,104505
4141,1871,2270,2260,10,0,0,48439104601,48,439,104601
4959,2001,2958,2902,0,56,0,48439104602,48,439,104602
3937,838,3099,3025,0,54,20,48439104603,48,439,104603
2928,1829,1099,1089,0,0,10,48439104604,48,439,104604
4924,2855,2069,1621,43,207,198,48439104605,48,439,104605
4149,440,3709,3663,7,39,0,48439104701,48,439,104701
3083,510,2573,2548,4,21,0,48439104702,48,439,104702
5455,1855,3600,3348,10,102,140,48439104802,48,439,104802
6203,1596,4607,4086,26,424,71,48439104803,48,439,104803
2460,818,1642,1608,0,34,0,48439104804,48,439,104804
2796,890,1906,1784,19,101,2,48439104900,48,439,104900
5424,1175,4249,4224,0,25,0,48439105001,48,439,105001
2223,1208,1015,983,15,8,9,48439105006,48,439,105006
4796,3572,1224,511,227,266,220,48439105007,48,439,105007
7855,5670,2185,1410,151,552,72,48439105008,48,439,105008
5182,3097,2085,2058,2,12,13,48439105201,48,439,105201
2451,1494,957,874,32,41,10,48439105203,48,439,105203
2516,2003,513,287,140,7,79,48439105204,48,439,105204
4856,3791,1065,630,192,54,189,48439105205,48,439,105205
5842,4941,901,356,316,195,34,48439105403,48,439,105403
3887,3510,377,143,54,53,127,48439105404,48,439,105404
3231,2907,324,124,78,122,0,48439105405,48,439,105405
4830,4368,462,315,113,34,0,48439105406,48,439,105406
5869,4332,1537,1420,100,17,0,48439105502,48,439,105502
5848,4626,1222,1063,82,77,0,48439105503,48,439,105503
5174,4064,1110,711,267,51,81,48439105505,48,439,105505
6649,5447,1202,641,247,252,62,48439105507,48,439,105507
6679,5218,1461,826,396,156,83,48439105508,48,439,105508
7458,5851,1607,922,363,243,79,48439105510,48,439,105510
5680,4680,1000,921,64,15,0,48439105511,48,439,105511
4484,3373,1111,774,260,48,29,48439105512,48,439,105512
2617,2232,385,279,34,72,0,48439105513,48,439,105513
2480,2001,479,294,27,96,62,48439105514,48,439,105514
5218,2977,2241,2138,47,56,0,48439105600,48,439,105600
4019,3092,927,784,131,12,0,48439105701,48,439,105701
3868,2981,887,770,0,117,0,48439105703,48,439,105703
7620,4503,3117,2713,277,118,9,48439105704,48,439,105704
4190,1403,2787,2732,55,0,0,48439105800,48,439,105800
3581,1191,2390,2366,4,10,10,48439105901,48,439,105901
5871,2243,3628,1399,1012,691,526,48439105902,48,439,105902
7768,4089,3679,3529,70,41,39,48439106001,48,439,106001
3395,1877,1518,1508,0,0,10,48439106002,48,439,106002
6262,3838,2424,2234,71,87,32,48439106004,48,439,106004
1793,1358,435,435,0,0,0,48439106101,48,439,106101
3766,2332,1434,1335,0,0,99,48439106102,48,439,106102
3596,2378,1218,1218,0,0,0,48439106201,48,439,106201
4886,4003,883,301,8,0,574,48439106202,48,439,106202
3242,2571,671,671,0,0,0,48439106300,48,439,106300
3161,1853,1308,1261,0,24,23,48439106400,48,439,106400
2906,2261,645,467,135,43,0,48439106502,48,439,106502
4761,4187,574,533,0,41,0,48439106503,48,439,106503
2070,1695,375,265,21,61,28,48439106507,48,439,106507
5003,3453,1550,506,421,195,428,48439106509,48,439,106509
8239,5819,2420,800,170,1043,407,48439106510,48,439,106510
8552,5819,2733,1690,442,477,124,48439106511,48,439,106511
4391,3886,505,360,44,71,30,48439106512,48,439,106512
2974,2356,618,395,42,120,61,48439106513,48,439,106513
5155,4574,581,216,27,202,136,48439106514,48,439,106514
3689,2705,984,680,166,138,0,48439106515,48,439,106515
4644,3367,1277,841,126,175,135,48439106516,48,439,106516
8425,4677,3748,1205,1086,356,1101,48439106517,48,439,106517
5365,2921,2444,733,765,507,439,48439106518,48,439,106518
2057,1527,530,427,103,0,0,48439106600,48,439,106600
1969,1381,588,579,0,2,7,48439106700,48,439,106700
6384,3232,3152,1727,272,492,661,48439110101,48,439,110101
3386,1779,1607,1322,41,244,0,48439110102,48,439,110102
4151,1368,2783,2524,0,259,0,48439110202,48,439,110202
8406,5635,2771,1972,36,641,122,48439110203,48,439,110203
6458,3245,3213,2531,39,643,0,48439110204,48,439,110204
3802,1520,2282,1894,0,388,0,48439110301,48,439,110301
4504,1988,2516,2254,55,207,0,48439110302,48,439,110302
4604,3533,1071,1056,15,0,0,48439110401,48,439,110401
4918,2572,2346,2339,0,7,0,48439110402,48,439,110402
7836,4596,3240,3216,24,0,0,48439110500,48,439,110500
2558,1937,621,542,32,47,0,48439110600,48,439,110600
6549,6006,543,441,0,86,16,48439110701,48,439,110701
5310,3987,1323,1249,18,56,0,48439110703,48,439,110703
4304,3063,1241,907,144,190,0,48439110704,48,439,110704
5904,5259,645,411,61,173,0,48439110805,48,439,110805
5327,4620,707,588,48,71,0,48439110806,48,439,110806
6864,5485,1379,1004,74,272,29,48439110807,48,439,110807
3631,3392,239,148,63,28,0,48439110808,48,439,110808
2124,1967,157,42,64,51,0,48439110809,48,439,110809
4211,3909,302,260,33,9,0,48439110901,48,439,110901
1413,1295,118,35,36,19,28,48439110903,48,439,110903
4417,4112,305,217,73,8,7,48439110905,48,439,110905
4221,3834,387,288,68,31,0,48439110906,48,439,110906
3466,3110,356,126,29,0,201,48439110907,48,439,110907
2778,2106,672,564,8,87,13,48439111003,48,439,111003
9178,6436,2742,2340,0,348,54,48439111005,48,439,111005
9595,7828,1767,1178,259,189,141,48439111008,48,439,111008
3370,3097,273,233,31,0,9,48439111010,48,439,111010
9805,7028,2777,1877,436,405,59,48439111011,48,439,111011
9302,6749,2553,2261,199,93,0,48439111012,48,439,111012
9773,7739,2034,1672,25,293,44,48439111013,48,439,111013
2203,1846,357,342,5,10,0,48439111015,48,439,111015
10179,9247,932,677,39,164,52,48439111016,48,439,111016
11997,9511,2486,1161,449,829,47,48439111017,48,439,111017
2146,1737,409,364,27,12,6,48439111018,48,439,111018
5742,3317,2425,2391,34,0,0,48439111102,48,439,111102
4021,1645,2376,2122,0,0,254,48439111103,48,439,111103
2359,1736,623,618,5,0,0,48439111104,48,439,111104
5928,3304,2624,2532,24,9,59,48439111202,48,439,111202
6356,5475,881,693,12,48,128,48439111203,48,439,111203
4535,4141,394,369,23,0,2,48439111204,48,439,111204
9013,7905,1108,837,69,49,153,48439111301,48,439,111301
7688,6550,1138,637,0,161,340,48439111304,48,439,111304
5117,4264,853,670,67,49,67,48439111306,48,439,111306
3008,2678,330,284,0,0,46,48439111307,48,439,111307
1397,1234,163,115,16,24,8,48439111308,48,439,111308
4644,2965,1679,1632,28,14,5,48439111309,48,439,111309
10137,6411,3726,1460,327,513,1426,48439111310,48,439,111310
6306,5259,1047,538,79,205,225,48439111311,48,439,111311
3373,3071,302,132,98,5,67,48439111312,48,439,111312
10961,9065,1896,755,201,726,214,48439111313,48,439,111313
6796,5136,1660,896,449,207,108,48439111314,48,439,111314
5440,4404,1036,599,289,0,148,48439111402,48,439,111402
8801,7194,1607,917,117,399,174,48439111404,48,439,111404
2416,2086,330,268,8,54,0,48439111405,48,439,111405
4290,3724,566,261,24,160,121,48439111406,48,439,111406
3332,2813,519,153,178,137,51,48439111407,48,439,111407
